option,rate,run,window,timeout_s,ack_error,data_error,ack_loss,data_loss,completion_time_s
3,80,2,5,0.2,0.0,0.8,0.0,0.0,7.674226
3,80,3,5,0.2,0.0,0.8,0.0,0.0,3.316838
3,80,4,5,0.2,0.0,0.8,0.0,0.0,3.148454
3,80,5,5,0.2,0.0,0.8,0.0,0.0,6.701719
3,85,1,5,0.2,0.0,0.85,0.0,0.0,8.722091
3,85,2,5,0.2,0.0,0.85,0.0,0.0,10.000000
3,85,3,5,0.2,0.0,0.85,0.0,0.0,10.000000
3,85,4,5,0.2,0.0,0.85,0.0,0.0,8.829524
3,85,5,5,0.2,0.0,0.85,0.0,0.0,7.571177
3,90,1,5,0.2,0.0,0.9,0.0,0.0,10.000000
3,90,2,5,0.2,0.0,0.9,0.0,0.0,7.973361
3,90,3,5,0.2,0.0,0.9,0.0,0.0,10.000000
3,90,4,5,0.2,0.0,0.9,0.0,0.0,10.000000
3,90,5,5,0.2,0.0,0.9,0.0,0.0,10.000000
3,95,1,5,0.2,0.0,0.95,0.0,0.0,10.000000
3,95,2,5,0.2,0.0,0.95,0.0,0.0,10.000000
3,95,3,5,0.2,0.0,0.95,0.0,0.0,10.000000
3,95,4,5,0.2,0.0,0.95,0.0,0.0,10.000000
3,95,5,5,0.2,0.0,0.95,0.0,0.0,10.000000
