option,rate,run,window,timeout_s,ack_error,data_error,ack_loss,data_loss,completion_time_s
1,25,5,5,0.2,0.0,0.0,0.0,0.0,0.003044
1,30,1,5,0.2,0.0,0.0,0.0,0.0,0.003339
1,30,2,5,0.2,0.0,0.0,0.0,0.0,0.002876
1,30,3,5,0.2,0.0,0.0,0.0,0.0,0.002936
1,30,4,5,0.2,0.0,0.0,0.0,0.0,0.003147
1,30,5,5,0.2,0.0,0.0,0.0,0.0,0.002650
1,35,1,5,0.2,0.0,0.0,0.0,0.0,0.002904
1,35,2,5,0.2,0.0,0.0,0.0,0.0,0.002672
1,35,3,5,0.2,0.0,0.0,0.0,0.0,0.003618
1,35,4,5,0.2,0.0,0.0,0.0,0.0,0.003047
1,35,5,5,0.2,0.0,0.0,0.0,0.0,0.003815
1,40,1,5,0.2,0.0,0.0,0.0,0.0,0.002680
1,40,2,5,0.2,0.0,0.0,0.0,0.0,0.002802
1,40,3,5,0.2,0.0,0.0,0.0,0.0,0.002717
1,40,4,5,0.2,0.0,0.0,0.0,0.0,0.003001
1,40,5,5,0.2,0.0,0.0,0.0,0.0,0.003063
1,45,1,5,0.2,0.0,0.0,0.0,0.0,0.003204
1,45,2,5,0.2,0.0,0.0,0.0,0.0,0.003728
1,45,3,5,0.2,0.0,0.0,0.0,0.0,0.002732
1,45,4,5,0.2,0.0,0.0,0.0,0.0,0.002936
1,45,5,5,0.2,0.0,0.0,0.0,0.0,0.003682
1,50,1,5,0.2,0.0,0.0,0.0,0.0,0.003185
1,50,2,5,0.2,0.0,0.0,0.0,0.0,0.003343
1,50,3,5,0.2,0.0,0.0,0.0,0.0,0.002058
1,50,4,5,0.2,0.0,0.0,0.0,0.0,0.001532
1,50,5,5,0.2,0.0,0.0,0.0,0.0,0.001703
1,55,1,5,0.2,0.0,0.0,0.0,0.0,0.001453
1,55,2,5,0.2,0.0,0.0,0.0,0.0,0.001374
1,55,3,5,0.2,0.0,0.0,0.0,0.0,0.001399
1,55,4,5,0.2,0.0,0.0,0.0,0.0,0.001734
1,55,5,5,0.2,0.0,0.0,0.0,0.0,0.001338
1,60,1,5,0.2,0.0,0.0,0.0,0.0,0.001329
1,60,2,5,0.2,0.0,0.0,0.0,0.0,0.001372
1,60,3,5,0.2,0.0,0.0,0.0,0.0,0.001334
1,60,4,5,0.2,0.0,0.0,0.0,0.0,0.001356
1,60,5,5,0.2,0.0,0.0,0.0,0.0,0.001325
1,65,1,5,0.2,0.0,0.0,0.0,0.0,0.001329
1,65,2,5,0.2,0.0,0.0,0.0,0.0,0.001439
1,65,3,5,0.2,0.0,0.0,0.0,0.0,0.001300
1,65,4,5,0.2,0.0,0.0,0.0,0.0,0.001380
1,65,5,5,0.2,0.0,0.0,0.0,0.0,0.001476
1,70,1,5,0.2,0.0,0.0,0.0,0.0,0.001325
1,70,2,5,0.2,0.0,0.0,0.0,0.0,0.001182
1,70,3,5,0.2,0.0,0.0,0.0,0.0,0.001219
1,70,4,5,0.2,0.0,0.0,0.0,0.0,0.001152
1,70,5,5,0.2,0.0,0.0,0.0,0.0,0.001320
1,75,1,5,0.2,0.0,0.0,0.0,0.0,0.001323
1,75,2,5,0.2,0.0,0.0,0.0,0.0,0.001327
1,75,3,5,0.2,0.0,0.0,0.0,0.0,0.001301
1,75,4,5,0.2,0.0,0.0,0.0,0.0,0.001325
1,75,5,5,0.2,0.0,0.0,0.0,0.0,0.001244
1,80,1,5,0.2,0.0,0.0,0.0,0.0,0.001345
1,80,2,5,0.2,0.0,0.0,0.0,0.0,0.001305
1,80,3,5,0.2,0.0,0.0,0.0,0.0,0.001265
1,80,4,5,0.2,0.0,0.0,0.0,0.0,0.001303
1,80,5,5,0.2,0.0,0.0,0.0,0.0,0.001262
1,85,1,5,0.2,0.0,0.0,0.0,0.0,0.001323
1,85,2,5,0.2,0.0,0.0,0.0,0.0,0.001293
1,85,3,5,0.2,0.0,0.0,0.0,0.0,0.001350
1,85,4,5,0.2,0.0,0.0,0.0,0.0,0.001303
1,85,5,5,0.2,0.0,0.0,0.0,0.0,0.001348
1,90,1,5,0.2,0.0,0.0,0.0,0.0,0.001385
1,90,2,5,0.2,0.0,0.0,0.0,0.0,0.001345
1,90,3,5,0.2,0.0,0.0,0.0,0.0,0.001256
1,90,4,5,0.2,0.0,0.0,0.0,0.0,0.001328
1,90,5,5,0.2,0.0,0.0,0.0,0.0,0.001254
1,95,1,5,0.2,0.0,0.0,0.0,0.0,0.001247
1,95,2,5,0.2,0.0,0.0,0.0,0.0,0.001284
1,95,3,5,0.2,0.0,0.0,0.0,0.0,0.001342
1,95,4,5,0.2,0.0,0.0,0.0,0.0,0.001453
1,95,5,5,0.2,0.0,0.0,0.0,0.0,0.001417
