option,rate,run,window,timeout_s,ack_error,data_error,ack_loss,data_loss,completion_time_s
2,45,5,5,0.2,0.45,0.0,0.0,0.0,0.001320
2,50,1,5,0.2,0.5,0.0,0.0,0.0,0.642652
2,50,2,5,0.2,0.5,0.0,0.0,0.0,0.414133
2,50,3,5,0.2,0.5,0.0,0.0,0.0,0.001344
2,50,4,5,0.2,0.5,0.0,0.0,0.0,0.628789
2,50,5,5,0.2,0.5,0.0,0.0,0.0,0.001151
2,55,1,5,0.2,0.55,0.0,0.0,0.0,0.214622
2,55,2,5,0.2,0.55,0.0,0.0,0.0,0.001349
2,55,3,5,0.2,0.55,0.0,0.0,0.0,0.212961
2,55,4,5,0.2,0.55,0.0,0.0,0.0,0.626189
2,55,5,5,0.2,0.55,0.0,0.0,0.0,0.427649
2,60,1,5,0.2,0.6,0.0,0.0,0.0,0.842028
2,60,2,5,0.2,0.6,0.0,0.0,0.0,0.001325
2,60,3,5,0.2,0.6,0.0,0.0,0.0,0.206121
2,60,4,5,0.2,0.6,0.0,0.0,0.0,0.001165
2,60,5,5,0.2,0.6,0.0,0.0,0.0,0.001246
2,65,1,5,0.2,0.65,0.0,0.0,0.0,0.001360
2,65,2,5,0.2,0.65,0.0,0.0,0.0,1.047505
2,65,3,5,0.2,0.65,0.0,0.0,0.0,0.425593
2,65,4,5,0.2,0.65,0.0,0.0,0.0,0.001322
2,65,5,5,0.2,0.65,0.0,0.0,0.0,0.409772
2,70,1,5,0.2,0.7,0.0,0.0,0.0,0.204775
2,70,2,5,0.2,0.7,0.0,0.0,0.0,0.210361
2,70,3,5,0.2,0.7,0.0,0.0,0.0,10.000000
2,70,4,5,0.2,0.7,0.0,0.0,0.0,0.001641
2,70,5,5,0.2,0.7,0.0,0.0,0.0,0.211652
2,75,1,5,0.2,0.75,0.0,0.0,0.0,0.210460
2,75,2,5,0.2,0.75,0.0,0.0,0.0,10.000000
2,75,3,5,0.2,0.75,0.0,0.0,0.0,0.615069
2,75,4,5,0.2,0.75,0.0,0.0,0.0,0.414262
2,75,5,5,0.2,0.75,0.0,0.0,0.0,0.411705
2,80,1,5,0.2,0.8,0.0,0.0,0.0,10.000000
2,80,2,5,0.2,0.8,0.0,0.0,0.0,0.418183
2,80,3,5,0.2,0.8,0.0,0.0,0.0,0.207428
2,80,4,5,0.2,0.8,0.0,0.0,0.0,0.816134
2,80,5,5,0.2,0.8,0.0,0.0,0.0,0.421378
2,85,1,5,0.2,0.85,0.0,0.0,0.0,0.001385
2,85,2,5,0.2,0.85,0.0,0.0,0.0,1.047669
2,85,3,5,0.2,0.85,0.0,0.0,0.0,0.411206
2,85,4,5,0.2,0.85,0.0,0.0,0.0,0.612492
2,85,5,5,0.2,0.85,0.0,0.0,0.0,0.419305
2,90,1,5,0.2,0.9,0.0,0.0,0.0,1.669409
2,90,2,5,0.2,0.9,0.0,0.0,0.0,10.000000
2,90,3,5,0.2,0.9,0.0,0.0,0.0,0.821224
2,90,4,5,0.2,0.9,0.0,0.0,0.0,0.409915
2,90,5,5,0.2,0.9,0.0,0.0,0.0,2.088367
2,95,1,5,0.2,0.95,0.0,0.0,0.0,0.628223
2,95,2,5,0.2,0.95,0.0,0.0,0.0,0.634545
2,95,3,5,0.2,0.95,0.0,0.0,0.0,3.142457
2,95,4,5,0.2,0.95,0.0,0.0,0.0,0.632816
2,95,5,5,0.2,0.95,0.0,0.0,0.0,10.000000
