option,rate,run,window,timeout_s,ack_error,data_error,ack_loss,data_loss,completion_time_s
4,80,2,5,0.2,0.0,0.0,0.8,0.0,0.651458
4,80,3,5,0.2,0.0,0.0,0.8,0.0,0.001281
4,80,4,5,0.2,0.0,0.0,0.8,0.0,0.001397
4,80,5,5,0.2,0.0,0.0,0.8,0.0,10.000000
4,85,1,5,0.2,0.0,0.0,0.85,0.0,0.832202
4,85,2,5,0.2,0.0,0.0,0.85,0.0,0.621143
4,85,3,5,0.2,0.0,0.0,0.85,0.0,0.432516
4,85,4,5,0.2,0.0,0.0,0.85,0.0,0.854659
4,85,5,5,0.2,0.0,0.0,0.85,0.0,0.617854
4,90,1,5,0.2,0.0,0.0,0.9,0.0,0.001425
4,90,2,5,0.2,0.0,0.0,0.9,0.0,10.000000
4,90,3,5,0.2,0.0,0.0,0.9,0.0,0.834987
4,90,4,5,0.2,0.0,0.0,0.9,0.0,0.421855
4,90,5,5,0.2,0.0,0.0,0.9,0.0,1.041830
4,95,1,5,0.2,0.0,0.0,0.95,0.0,4.848505
4,95,2,5,0.2,0.0,0.0,0.95,0.0,10.000000
4,95,3,5,0.2,0.0,0.0,0.95,0.0,1.439231
4,95,4,5,0.2,0.0,0.0,0.95,0.0,1.449471
4,95,5,5,0.2,0.0,0.0,0.95,0.0,10.000000
