rate,avg_time_s
0.0,0.18611200398299843
0.05,0.13002746101119556
0.1,0.13081804700777866
0.15,0.13169018598273396
0.2,0.13212844100780785
0.25,0.14226364198839292
0.3,0.1395875080197584
0.35,0.14662449900060892
0.4,0.14464539801701903
0.45,0.18182637001154944
0.5,0.15357189197675325
0.55,nan
0.6,nan
0.65,nan
0.7,nan
0.75,nan
0.8,nan
0.85,nan
0.9,nan
0.95,nan
